premises_name, suburb, licence_no, address_1, address_2, postcode, long, licence_category, objectid, lga, lat
N & E TSINDOS THE GREEKS RESTAURANT,MELBOURNE,32227161,GROUND & 1ST FLOOR,197 LONSDALE STREET,3000,144.966554,Restaurant and cafe Licence,18241,MELBOURNE,-37.811257
EMBLA MELBOURNE,MELBOURNE,32224341,122 RUSSELL STREET,null,3000,144.9686637,On-Premises Licence,18263,MELBOURNE,-37.81342305
RARE MIDTOWN,MELBOURNE,32224406,12 GOLDIE PLACE,null,3000,144.9607816,Restaurant and cafe Licence,18274,MELBOURNE,-37.8133928
PRINCESS THEATRE,MELBOURNE,31920245,163-179 SPRING STREET,null,3000,144.9724639,Late night (general) Licence,18286,MELBOURNE,-37.81072881
MANTRA ON THE PARK,MELBOURNE,33120613,333 EXHIBITION STREET,null,3000,144.96834,General Licence,18317,MELBOURNE,-37.807831
ADELPHI HOTEL,MELBOURNE,31920520,187 FLINDERS LANE,null,3000,144.968293,Late night (general) Licence,18341,MELBOURNE,-37.816226
ALEXANDRA CLUB,MELBOURNE,32100042,81 COLLINS STREET,null,3000,144.9711486,Full Club Licence,18368,MELBOURNE,-37.81437398
THE MAHA BAR AND GRILL,MELBOURNE,32205923,21 BOND STREET,null,3000,144.9624549,Restaurant and cafe Licence,18424,MELBOURNE,-37.81822505
THE MILL-HOUSE BAR,MELBOURNE,31920229,277-279 FLINDERS LANE,null,3000,144.9652344,Late night (general) Licence,18441,MELBOURNE,-37.81711963
CITY RIVER CRUISES,MELBOURNE,32222771,"MOTOR VESSEL MELBA STAR,","BERTH NO. 4, PRINCES WALK",3004,144.9686,On-Premises Licence,18443,MELBOURNE,-37.8187
COLONIAL HOTEL,MELBOURNE,32206791,585 LONSDALE STREET,null,3000,144.9551824,Late night (on-premises) Licence,18444,MELBOURNE,-37.81459336
null,MELBOURNE,31920423,193-195 KING STREET,null,3000,144.95514,Late night (general) Licence,18470,MELBOURNE,-37.8157191
CIAO PIZZA NAPOLI,MELBOURNE,32225795,1ST FLOOR,43 HARDWARE STREET,3000,144.9611269,Restaurant and cafe Licence,18646,MELBOURNE,-37.81364211
MRS PARMA'S,MELBOURNE,31920512,19-25 LITTLE BOURKE STREET,null,3000,144.9719576,General Licence,18716,MELBOURNE,-37.81067399
CAFE ON BOURKE,MELBOURNE,32227022,1/50 BOURKE STREET,null,3000,144.9717832,Restaurant and cafe Licence,18717,MELBOURNE,-37.81152816
NIRANKAR RESTAURANT,MELBOURNE,32205363,GROUND FLOOR,174-176 QUEEN STREET,3000,144.960662,On-Premises Licence,18723,MELBOURNE,-37.814316
BENJAMIN DUNCAN PROPERTY GROUP PTY LTD,MELBOURNE,32200185,23-29 BOURKE STREET,null,3000,144.972378,Late night (on-premises) Licence,18758,MELBOURNE,-37.81179
DAINTY SICHUAN FOOD - MELBOURNE,MELBOURNE,32226856,149-155 LONSDALE STREET,null,3000,144.9679853,On-Premises Licence,18846,MELBOURNE,-37.81084085
SWISS CLUB OF VICTORIA,MELBOURNE,32102167,89 FLINDERS LANE,null,3000,144.971339,Full Club Licence,18857,MELBOURNE,-37.815319
STALACTITES,MELBOURNE,32226830,177-183 LONSDALE STREET,null,3000,144.9670674,Restaurant and cafe Licence,18861,MELBOURNE,-37.81117646
MELBOURNE SAVAGE CLUB,MELBOURNE,32100181,12-16 BANK PLACE,null,3000,144.9605125,Full Club Licence,18880,MELBOURNE,-37.8165693
ATHENAEUM CLUB,MELBOURNE,32100068,83-87 COLLINS STREET,null,3000,144.9709405,Full Club Licence,18881,MELBOURNE,-37.81442416
ROYAL AUTOMOBILE CLUB OF VICTORIA,MELBOURNE,32100238,"LWR GRND, GRND, GRND MEZZ, 1ST FLR",483-501 BOURKE STREET,3000,144.9593641,Full Club Licence,18882,MELBOURNE,-37.8155725
CELTIC CLUB,MELBOURNE,32100084,316-320 QUEEN STREET,null,3000,144.9593425,Full Club Licence,18883,MELBOURNE,-37.81109787
"THE DANISH CLUB \DANNEBROG\""""",MELBOURNE,32100759,428 LITTLE BOURKE STREET,LEVEL 3,3000,144.95973,Full Club Licence,18885,MELBOURNE,-37.813919
SALLY'S KITCHEN,MELBOURNE,32227666,295 EXHIBTION STREET,null,3000,144.968844,Restaurant and cafe Licence,18894,MELBOURNE,-37.80893615
CHAISE LOUNGE,MELBOURNE,32203078,BASEMENT,105 QUEEN STREET,3000,144.960926,Late night (on-premises) Licence,18916,MELBOURNE,-37.816116
THE TERRACE ON EXHIBITION,MELBOURNE,31920601,333 EXHIBITION STREET,null,3000,144.96834,General Licence,18943,MELBOURNE,-37.807831
MELBOURNE JOOMAK,MELBOURNE,31920994,BASEMENT,407-409 SWANSTON STREET,3000,144.9632325,Late night (general) Licence,18944,MELBOURNE,-37.80894735
THE ESSOIGN CLUB,MELBOURNE,32105385,"LEVEL 1, OWEN DIXON CHAMBERS EAST",205 WILLIAM STREET,3000,144.9572593,Full Club Licence,18967,MELBOURNE,-37.81425093
HANABISHI,MELBOURNE,32231495,187 KING STREET,null,3000,144.955172,Restaurant and cafe Licence,19058,MELBOURNE,-37.815791
BAR SARACEN,MELBOURNE,32205062,GROUND FLOOR,22 PUNCH LANE,3000,144.971065,Restaurant and cafe Licence,19061,MELBOURNE,-37.810371
KRI KRI MEZEDOPLEON,MELBOURNE,32227381,"GROUND FLOOR,",37-41 LITTLE BOURKE STREET,3000,144.9714956,Restaurant and cafe Licence,19089,MELBOURNE,-37.8108293
BAMBOO HOUSE RESTAURANT,MELBOURNE,32201385,47 LITTLE BOURKE STREET,null,3000,144.9710853,Restaurant and cafe Licence,19129,MELBOURNE,-37.81105685
EMPRESS OF CHINA,MELBOURNE,32227747,120-122 LITTLE BOURKE STREET,null,3000,144.9689257,Restaurant and cafe Licence,19137,MELBOURNE,-37.81134371
HOLIDAY INN MELBOURNE ON FLINDERS,MELBOURNE,33120794,24-40 SPENCER STREET,CNR FLINDERS LANE,3000,144.9551071,General Licence,19144,MELBOURNE,-37.8200923
FOODHALL DAVID JONES,MELBOURNE,31920041,LOWER GROUND FLOOR,299-307 BOURKE STREET,3000,144.9647173,General Licence,19154,MELBOURNE,-37.81402866
KHOKOLAT BAR,MELBOURNE,32208159,BASEMENT,43 HARDWARE LANE,3000,144.9611269,Late night (on-premises) Licence,19158,MELBOURNE,-37.8136421
THE GRAND TRAILER PARK TAVERNA,MELBOURNE,32202365,FIRST FLOOR,87 BOURKE STREET,3000,144.970902,Restaurant and cafe Licence,19167,MELBOURNE,-37.812161
HAPPY LAMB HOTPOT,MELBOURNE,32202810,173-175 EXHIBITION STREET,null,3000,144.9700555,Restaurant and cafe Licence,19183,MELBOURNE,-37.81157791
GRAND KITCHEN PEKING DUCK RESTAURANT AND BAR,MELBOURNE,32203094,119-121 LITTLE BOURKE STREET,null,3000,144.9688388,Restaurant and cafe Licence,19209,MELBOURNE,-37.81161258
G D L,CARLTON,32205680,98-100 VICTORIA STREET,null,3053,144.9641607,Restaurant and cafe Licence,19210,MELBOURNE,-37.80658428
FLOWER DRUM,MELBOURNE,32204846,17 MARKET LANE,(124-128 BOURKE STREET),3000,144.9693327,Restaurant and cafe Licence,19231,MELBOURNE,-37.81224291
EIGHTEENOSIX,MELBOURNE,32206660,169-171 EXHIBITION STREET,null,3000,144.9701169,Late night (on-premises) Licence,19236,MELBOURNE,-37.8116513
CAFE ALCASTON,MELBOURNE,32205135,GROUND & LOWER GROUND FLOOR,2 COLLINS STREET,3000,144.973623,Restaurant and cafe Licence,19238,MELBOURNE,-37.813199
GOLDEN MONKEY LOUNGE BAR,MELBOURNE,32206458,BASEMENT & GROUND FLOOR (SHOP D),389 LONSDALE STREET,3000,144.961012,Late night (on-premises) Licence,19239,MELBOURNE,-37.8128651
GAYLORD RESTAURANT,MELBOURNE,32205096,4 TATTERSALL'S LANE,null,3000,144.9657518,Restaurant and cafe Licence,19241,MELBOURNE,-37.81209121
SARAVANAA BHAVAN MELBOURNE,MELBOURNE,32206262,131 KING STREET,null,3000,144.9557287,Restaurant and cafe Licence,19256,MELBOURNE,-37.81702701
BONEY BAR & BAND ROOM,MELBOURNE,32206466,68-70 LITTLE COLLINS STREET,null,3000,144.9713379,Late night (on-premises) Licence,19257,MELBOURNE,-37.81285424
SCUGNIZZO,MELBOURNE,32206115,558 LITTLE BOURKE STREET,(MERRITTS PLACE),3000,144.9561017,Restaurant and cafe Licence,19258,MELBOURNE,-37.81503289
KENZAN RESTAURANT,MELBOURNE,32204252,COLLINS PLACE,35-55 COLLINS STREET,3000,144.9727837,Restaurant and cafe Licence,19259,MELBOURNE,-37.81392445
STAMFORD PLAZA MELBOURNE,MELBOURNE,33120825,109-127 LITTLE COLLINS STREET,null,3000,144.9699988,General Licence,19273,MELBOURNE,-37.81348582
LANGHAM HOTEL MELBOURNE,SOUTHBANK,31920588,CNR RIVERSIDE AVENUE & BROWN STREET,null,3006,144.9657342,Late night (general) Licence,19280,MELBOURNE,-37.8205383
GOOD GAME EASY,MELBOURNE,31920570,93-95 QUEEN STREET,null,3000,144.961029,Late night (general) Licence,19285,MELBOURNE,-37.816361
GINGERBOY,MELBOURNE,32228557,27-29 CROSSLEY STREET,null,3000,144.9709274,On-Premises Licence,19307,MELBOURNE,-37.81125206
LUCY LIU,MELBOURNE,32228989,24-30 RUSSELL STREET,null,3000,144.969859,Restaurant and cafe Licence,19309,MELBOURNE,-37.816018
MERCURE WELCOME MELBOURNE,MELBOURNE,33120875,265-281 LITTLE BOURKE STREET,null,3000,144.9646683,General Licence,19314,MELBOURNE,-37.81281993
THE CROSSLEY,MELBOURNE,33120922,47-55 LITTLE BOURKE STREET,null,3000,144.9710853,General Licence,19324,MELBOURNE,-37.81105685
"THE SAVOY HOTEL ON LITTLE COLLINS, MELBOURNE",MELBOURNE,33120914,122 SPENCER STREET,null,3000,144.953929,General Licence,19341,MELBOURNE,-37.817772
HOFBRAUHAUS,MELBOURNE,32230821,26-28 MARKET LANE,null,3000,144.969327,Restaurant and cafe Licence,19342,MELBOURNE,-37.811621
THE SEBEL MELBOURNE FLINDERS LANE,MELBOURNE,33121025,321 FLINDERS LANE,null,3000,144.9636758,General Licence,19368,MELBOURNE,-37.817569
WESTLAKE RESTAURANT,MELBOURNE,32230350,189 LITTLE BOURKE STREET,null,3000,144.9669489,Restaurant and cafe Licence,19389,MELBOURNE,-37.81218375
NANDO'S,MELBOURNE,31920677,400 LITTLE BOURKE STREET,null,3000,144.9608759,General Licence,19393,MELBOURNE,-37.81368282
SPAGHETTI TREE RESTAURANT,MELBOURNE,32228036,59 BOURKE STREET,null,3000,144.9715193,Restaurant and cafe Licence,19429,MELBOURNE,-37.81203729
9 POINTS ENTERTAINMENT,MELBOURNE,31920758,1ST FLOOR,18 MARKET LANE,3000,144.96939,Late night (general) Licence,19482,MELBOURNE,-37.811775
DRAGON BOAT RESTAURANT,MELBOURNE,32230601,203 LITTLE BOURKE STREET,null,3000,144.9666,Late night (on-premises) Licence,19527,MELBOURNE,-37.8122
MOVIDA,MELBOURNE,32230538,GROUND FLOOR,1 HOSIER LANE,3000,144.9691141,Restaurant and cafe Licence,19540,MELBOURNE,-37.81675556
GARCON PARIS STEAKHOUSE,MELBOURNE,32230960,SHOP 5,90 COLLINS STREET,3000,144.9703648,Restaurant and cafe Licence,19565,MELBOURNE,-37.8141492
BAROQ HOUSE,MELBOURNE,31920902,9-13 DREWERY LANE,null,3000,144.963987,Late night (general) Licence,19575,MELBOURNE,-37.81128971
GOLDEN NUGGET,MELBOURNE,31920944,117 LONSDALE STREET,null,3000,144.968769,Late night (general) Licence,19577,MELBOURNE,-37.81046999
GINZA TEPPANYAKI JAPANESE RESTAURANT,MELBOURNE,32232328,152-160 BOURKE STREET & PART,139 LITTLE BOURKE STREET,3000,144.9683951,Restaurant and cafe Licence,19585,MELBOURNE,-37.8117389
BOTTEGA,MELBOURNE,32231136,72-74 BOURKE STREET,null,3000,144.971027,Restaurant and cafe Licence,19594,MELBOURNE,-37.81174
SHANGHAI CLUB RESTAURANT,MELBOURNE,31920766,"GROUND, 1ST & 2ND FLOOR",242-244 LITTLE BOURKE STREET,3000,144.9655883,Late night (general) Licence,19598,MELBOURNE,-37.81209093
SUPPER INN CHINESE RESTAURANT,MELBOURNE,32232475,15-17 CELESTIAL AVENUE,null,3000,144.9661391,Restaurant and cafe Licence,19628,MELBOURNE,-37.8118904
MAGIC MOUNTAIN SALOON,MELBOURNE,31920821,62 LITTLE COLLINS STREET,null,3000,144.9714411,Late night (general) Licence,19635,MELBOURNE,-37.81281996
NOVOTEL MELBOURNE ON COLLINS,MELBOURNE,33121245,LEVELS 6-14,258-274 COLLINS STREET,3000,144.9650797,Late night (general) Licence,19646,MELBOURNE,-37.81572013
BENNETTS JAZZ CLUB,MELBOURNE,32233235,25 BENNETTS LANE &,BASEMENT 143 LATROBE STREET,3000,144.967558,Late night (on-premises) Licence,19660,MELBOURNE,-37.808895
CLUB AERI,MELBOURNE,31921005,FIRST & SECOND FLOOR,193-195 LITTLE BOURKE STREET,3000,144.9668228,Late night (general) Licence,19676,MELBOURNE,-37.81222663
NAM LOONG RESTAURANT,MELBOURNE,31227574,223 RUSSELL ST,null,3000,144.9671767,BYO Permit,19779,MELBOURNE,-37.81142983
IBIS MELBOURNE,MELBOURNE,33121211,15-21 THERRY STREET,null,3000,144.961291,Late night (general) Licence,19820,MELBOURNE,-37.806875
MAX WATT'S IN MELBOURNE,MELBOURNE,31921013,125 SWANSTON STREET,null,3000,144.9659023,Late night (general) Licence,19836,MELBOURNE,-37.81472504
JIN DUMPLING & NOODLE HOUSE,MELBOURNE,32232467,172-176 LITTLE BOURKE STREET,null,3000,144.9671337,Restaurant and cafe Licence,19856,MELBOURNE,-37.81185992
MOYLANS CAFE RESTAURANT,MELBOURNE,32232352,BASEMENT,384-386 FLINDERS LANE,3000,144.9611986,Restaurant and cafe Licence,19862,MELBOURNE,-37.81802128
RED EMPEROR RESTAURANT,SOUTHBANK,32233112,SOUTHGATE ARTS & LEISURE PRECINCT,SHOP M10-M13/3 SOUTHGATE AVENUE,3006,144.9665245,Restaurant and cafe Licence,19875,MELBOURNE,-37.8202285
RHUMBA'S AT SOUTHGATE,SOUTHBANK,31921055,SHOP G6/G7 SOUTHGATE LANDING,SOUTHGATE,3006,144.9657342,General Licence,19876,MELBOURNE,-37.8205383
P J O'BRIENS IRISH PUB,SOUTHBANK,31921144,SHOP G12 - 16,SOUTHGATE,3006,144.9669433,Late night (general) Licence,19893,MELBOURNE,-37.819787
INSIGNIA ON FLINDERS,MELBOURNE,31921110,502 FLINDERS STREET,null,3000,144.9576555,Late night (general) Licence,19907,MELBOURNE,-37.82007039
COOPERS INN,MELBOURNE,31921225,280-282 EXHIBITION STREET,null,3000,144.9698308,Late night (general) Licence,19918,MELBOURNE,-37.8098183
SHARK FIN INN RESTAURANT,MELBOURNE,32233277,50-52 LITTLE BOURKE STREET,null,3000,144.9710293,Restaurant and cafe Licence,19934,MELBOURNE,-37.81072145
ANGEL MUSIC BAR,MELBOURNE,31921233,12 BOURKE STREET,null,3000,144.972527,Late night (general) Licence,19937,MELBOURNE,-37.811297
CLOCKS AT FLINDERS STREET STATION,MELBOURNE,32121747,SHOP 17 FLINDERS ST RAILWAY STATION,CNR SWANSTON & FLINDERS STREETS,3000,144.9678321,Full Club Licence,19943,MELBOURNE,-37.8185304
COLLINS QUARTER,MELBOURNE,31921445,86-88 COLLINS STREET,null,3000,144.9706495,Late night (general) Licence,19954,MELBOURNE,-37.81407645
TRUNK RESTAURANT,MELBOURNE,32233471,275 EXHIBITION STREET,null,3000,144.969037,On-Premises Licence,19974,MELBOURNE,-37.809354
TACO BILL MEXICAN RESTAURANT (MELBOURNE),MELBOURNE,32233811,1ST FLOOR,142 RUSSELL STREET,3000,144.9684047,Restaurant and cafe Licence,19985,MELBOURNE,-37.81294785
TWENTY PHO SEVEN RESTAURANT,MELBOURNE,32234126,138 RUSSELL STREET,null,3000,144.9684047,Restaurant and cafe Licence,19998,MELBOURNE,-37.81294785
null,MELBOURNE,32234647,98 BOURKE STREET,null,3000,144.970203,On-Premises Licence,20045,MELBOURNE,-37.811987
IKKORYU FUKUOKA RAMEN ON RUSSELL,MELBOURNE,32234833,THE BASEMENT,31 RUSSELL STREET,3000,144.9692421,Late night (on-premises) Licence,20047,MELBOURNE,-37.81596323
SAKE RESTAURANT AND BAR,MELBOURNE,31921657,121 FLINDERS LANE,null,3000,144.9704681,Late night (general) Licence,20051,MELBOURNE,-37.81557884
BLUE TRAIN CAFE,SOUTHBANK,31921398,UR3 / U10 UPPER LEVEL,3 SOUTHGATE AVENUE,3006,144.9657342,Late night (general) Licence,20053,MELBOURNE,-37.8205383
BOURKE HILL'S WELCOME STRANGER,MELBOURNE,31921623,128 BOURKE STREET,null,3000,144.9692226,Late night (general) Licence,20058,MELBOURNE,-37.81200181
GOLDEN DELICIOUS,MELBOURNE,32237823,189-195 EXHIBITION STREET,null,3000,144.9699203,Restaurant and cafe Licence,20059,MELBOURNE,-37.81127389
THE MEN'S GALLERY,MELBOURNE,31921607,601 LONSDALE STREET,null,3000,144.9544056,Late night (general) Licence,20062,MELBOURNE,-37.81475109
TIPO OO,MELBOURNE,32235295,361 LITTLE BOURKE STREET,null,3000,144.96198,On-Premises Licence,20073,MELBOURNE,-37.813593
EPICURE CATERING,MELBOURNE,32235627,TOWN HALL,SWANSTON STREET,3000,144.9666174,On-Premises Licence,20079,MELBOURNE,-37.81505816
YI BU DAO WEI TASTY SPICY HOT POT,MELBOURNE,32235198,212 SWANSTON STREET,null,3000,144.965568,Restaurant and cafe Licence,20083,MELBOURNE,-37.812799
ATHENAEUM THEATRE,MELBOURNE,31921437,188 COLLINS STREET,null,3000,144.967359,General Licence,20098,MELBOURNE,-37.81503856
KINGSGATE HOTEL,MELBOURNE,33121415,131 KINGS STREET,null,3000,144.955738,General Licence,20104,MELBOURNE,-37.817014
MEZZO BAR & GRILL,MELBOURNE,32235368,GROUND FLOOR,35 LITTLE BOURKE STREET,3000,144.9717362,Restaurant and cafe Licence,20107,MELBOURNE,-37.81075234
CENTREFOLD LOUNGE,MELBOURNE,31921568,22-24 KING STREET,null,3000,144.9575077,Late night (general) Licence,20112,MELBOURNE,-37.81966229
SPENCER 8,MELBOURNE,33121407,16 SPENCER STREET,null,3000,144.9551205,General Licence,20113,MELBOURNE,-37.82055562
NATIONAL GALLERY OF VICTORIA,SOUTHBANK,32239003,NATIONAL GALLERY OF VIC,180 ST KILDA RD,3006,144.9693358,On-Premises Licence,20115,MELBOURNE,-37.82260091
THE DECK RESTAURANT,SOUTHBANK,32235936,SHOP U1/2,UPPER LEVEL SOUTHGATE,3006,144.9669433,Restaurant and cafe Licence,20130,MELBOURNE,-37.8197872
GOLDEN SEASONS SALOON,MELBOURNE,32237035,124-126 LITTLE BOURKE STREET,null,3000,144.96879,Restaurant and cafe Licence,20158,MELBOURNE,-37.8113757
VONS RESTAURANT & BAR,MELBOURNE,32236194,GROUND FLOOR,68-78 HARDWARE LANE,3000,144.9610756,Restaurant and cafe Licence,20169,MELBOURNE,-37.81302841
BEAR BRASS,SOUTHBANK,31921835,SHOP GR3A,2 SOUTHGATE AVENUE,3006,144.9649651,General Licence,20170,MELBOURNE,-37.82021385
THE ELEPHANT AND WHEELBARROW,MELBOURNE,31820039,94-96 BOURKE STREET,null,3000,144.9702716,Late night (on-premises) Licence,20221,MELBOURNE,-37.81197073
BAR RINO,MELBOURNE,31820110,367 LITTLE BOURKE STREET,null,3000,144.9619069,On-Premises Licence,20222,MELBOURNE,-37.81360748
EPOCHA RESTAURANT,CARLTON,32238798,49 RATHDOWNE STREET,null,3053,144.9687802,Restaurant and cafe Licence,20225,MELBOURNE,-37.80601269
IZAKAYA CHUJI,MELBOURNE,32236974,163-165 LONSDALE STREET,null,3000,144.9676761,Restaurant and cafe Licence,20250,MELBOURNE,-37.81092006
WAITERS RESTAURANT,MELBOURNE,32237425,1ST FLOOR,20 MEYERS PLACE,3000,144.972347,Restaurant and cafe Licence,20264,MELBOURNE,-37.812087
BAR CARLO,MELBOURNE,31820128,20 MEYERS PLACE,null,3000,144.972347,Late night (on-premises) Licence,20269,MELBOURNE,-37.812087
VUE DE MONDE,MELBOURNE,31921720,LEVEL 55 RIALTO TOWER,525 COLLINS STREET,3000,144.9570873,Late night (general) Licence,20285,MELBOURNE,-37.8184294
COMPLETE HOSPITALITY TRAINING (VIC),MELBOURNE,32237954,28 ELIZABETH STREET,null,3000,144.9648306,On-Premises Licence,20288,MELBOURNE,-37.81726928
IL SOLITO POSTO,MELBOURNE,31820259,SHOP 4,113 COLLINS STREET,3000,144.9702301,On-Premises Licence,20313,MELBOURNE,-37.8146323
ROZZIS ITALIAN CANTEEN,MELBOURNE,32238641,GROUND FLOOR,157 SWANSTON STREET,3000,144.965613,Restaurant and cafe Licence,20320,MELBOURNE,-37.81408
NEW LIFE,MELBOURNE,32239100,470-472 LITTLE LONSDALE STREET,null,3000,144.9554991,Restaurant and cafe Licence,20335,MELBOURNE,-37.81299478
ISLAND SOMEWHERE,MELBOURNE,31820631,213 FRANKLIN STREET,null,3000,144.9578282,Late night (on-premises) Licence,20364,MELBOURNE,-37.8096828
THE BOTTOM END PUB.DINER.DISCO.,MELBOURNE,31820322,BASEMENT AND GROUND FLOOR,577 LITTLE COLLINS STREET,3000,144.9556078,Late night (on-premises) Licence,20365,MELBOURNE,-37.8177008
SPEARMINT RHINO GENTLEMEN'S CLUB,MELBOURNE,31820291,14-20 KING STREET,null,3000,144.9575832,Late night (on-premises) Licence,20371,MELBOURNE,-37.81980779
WOODO,MELBOURNE,32238633,179 KING STREET,null,3000,144.955247,Restaurant and cafe Licence,20377,MELBOURNE,-37.815955
THE LUDLOW FORMATION,SOUTHBANK,31820283,GROUND FLOOR,6 RIVERSIDE QUAY,3006,144.9637632,On-Premises Licence,20380,MELBOURNE,-37.82063581
STARS KTV & LOUNGE,MELBOURNE,31820306,1ST-4TH FLOORS,186 BOURKE STREET,3000,144.9677412,Late night (on-premises) Licence,20384,MELBOURNE,-37.8127021
RESTAURANT CLUB ASUKA,MELBOURNE,31820209,2ND FLOOR,59 BOURKE STREET,3000,144.9715193,Late night (on-premises) Licence,20386,MELBOURNE,-37.81203729
CAFE L'INCONTRO,MELBOURNE,32238413,134-140 SWANSTON STREET,null,3000,144.9662654,Late night (on-premises) Licence,20390,MELBOURNE,-37.8142977
+39 PIZZERIA E ANTIPASTERIA,MELBOURNE,31921885,362-364 LITTLE BOURKE STREET,null,3000,144.9618083,General Licence,20391,MELBOURNE,-37.81340185
ASIAN BBQ HOUSE,MELBOURNE,32238879,295-301 EXHIBITION STREET,null,3000,144.968844,Restaurant and cafe Licence,20408,MELBOURNE,-37.80893615
PHANCY CATERING,MELBOURNE,32238780,GROUND FLOOR,408 QUEEN STREET,3000,144.958275,Restaurant and cafe Licence,20410,MELBOURNE,-37.809095
GARDEN STATE HOTEL,MELBOURNE,31921974,95-97 FLINDERS LANE,null,3000,144.971052,Late night (general) Licence,20418,MELBOURNE,-37.81540895
SHIMBASHI JAPANESE SOBA & SAKEBAR,MELBOURNE,32239134,17 LIVERPOOL STREET,null,3000,144.9713231,Restaurant and cafe Licence,20424,MELBOURNE,-37.811311
JUICY BAO,MELBOURNE,32239299,SHOP 2,178-190 LITTLE BOURKE STREET,3000,144.9669566,Restaurant and cafe Licence,20443,MELBOURNE,-37.81190451
PUNCH LANE WINE BAR RESTAURANT,MELBOURNE,31820348,UNIT 6,43 LITTLE BOURKE STREET,3000,144.971335,Late night (on-premises) Licence,20458,MELBOURNE,-37.81088
null,MELBOURNE,32239231,1ST FLOOR,62 KING STREET,3000,144.9571005,Restaurant and cafe Licence,20460,MELBOURNE,-37.81877208
EQUINOX RESTAURANT BAR,MELBOURNE,32244846,232 KING STREET,null,3000,144.955235,Restaurant and cafe Licence,20469,MELBOURNE,-37.814729
MONGA SWEET CAFE,MELBOURNE,31820445,1ST FLOOR,217 RUSSELL STREET,3000,144.9672498,Late night (on-premises) Licence,20471,MELBOURNE,-37.81156713
FUNK FISH CAFE,MELBOURNE,32239582,81 VICTORIA STREET,null,3000,144.9588406,Restaurant and cafe Licence,20472,MELBOURNE,-37.80640688
FAMOUS BBQ & HOTPOT,MELBOURNE,32239736,113 LITTLE BOURKE STREET,null,3000,144.969079,Restaurant and cafe Licence,20473,MELBOURNE,-37.811544
R.A.O.B. G.A.B. GRAND LODGE OF VICTORIA,MELBOURNE,32122400,22 SUTHERLAND STREET,null,3000,144.9608819,Full Club Licence,20474,MELBOURNE,-37.81098839
WITCHES IN BRITCHES,WEST MELBOURNE,31820762,78-84 DUDLEY STREET,null,3003,144.9526467,On-Premises Licence,20476,MELBOURNE,-37.80892594
HEARTBREAKER BAR,MELBOURNE,31921966,234 RUSSELL STREET,null,3000,144.9676761,Late night (general) Licence,20487,MELBOURNE,-37.81092006
JASPER HOTEL,MELBOURNE,33121596,489 ELIZABETH STREET,null,3000,144.9597627,General Licence,20499,MELBOURNE,-37.80749043
COFFEE 7,MELBOURNE,32239613,GROUND FLOOR,387 LITTLE BOURKE STREET,3000,144.961395,Restaurant and cafe Licence,20500,MELBOURNE,-37.813781
1932 CAFE & RESTAURANT,MELBOURNE,32240868,SHOP 10 MANCHESTER UNITY BUILDING,220 COLLINS STREET,3000,144.9661692,Restaurant and cafe Licence,20502,MELBOURNE,-37.81537825
THE MEETING PLACE,MELBOURNE,32122492,GROUND FLOOR 315-321 ELIZABETH ST,null,3000,144.9615102,Full Club Licence,20503,MELBOURNE,-37.81126963
ELEMENTS CATERING,MELBOURNE,32240169,SHOP 3 & 4,120 COLLINS STREET,3000,144.9689748,Restaurant and cafe Licence,20521,MELBOURNE,-37.8141112
TUTTO BENE,SOUTHBANK,32240486,SHOP M28 MID LEVEL,SOUTHGATE,3006,144.9657342,Restaurant and cafe Licence,20531,MELBOURNE,-37.8205383
CAFFE DUOMO,MELBOURNE,32240313,SHOPS 9 & 10 THE BLOCK ARCADE,282 COLLINS STREET,3000,144.9644733,On-Premises Licence,20553,MELBOURNE,-37.81588088
GO NOODLE HOUSE,MELBOURNE,32240363,195 EXHIBITION STREET,null,3000,144.9699203,Restaurant and cafe Licence,20573,MELBOURNE,-37.81127389
IL BACARO AUSTRALIA,MELBOURNE,31921982,SHOPS 4 & 5,166-170 LITTLE COLLINS STREET,3000,144.9679099,General Licence,20575,MELBOURNE,-37.81385851
HIGHLANDER BAR,MELBOURNE,31820827,11A HIGHLANDER LANE,null,3000,144.957986,Late night (on-premises) Licence,20590,MELBOURNE,-37.819711
FORUM THEATRE,MELBOURNE,32242365,CNR FLINDERS & RUSSELL STREETS,null,3000,144.969425,Late night (on-premises) Licence,20604,MELBOURNE,-37.816571
NEW TAIPEI RESTAURANT,MELBOURNE,32240884,273 SWANSTON STREET,null,3000,144.964583,Restaurant and cafe Licence,20606,MELBOURNE,-37.811854
SPLEEN CENTRAL,MELBOURNE,31820754,41 BOURKE STREET,null,3000,144.9720579,Late night (on-premises) Licence,20618,MELBOURNE,-37.81186633
SEAMSTRESS RESTAURANT AND BAR,MELBOURNE,31820649,113 LONSDALE STREET,null,3000,144.968993,On-Premises Licence,20622,MELBOURNE,-37.810542
YARRA EXPLORER,MELBOURNE,32240729,BERTH 1,BANANA ALLEY WHARF,3000,144.9623568,On-Premises Licence,20628,MELBOURNE,-37.8198942
YARRA QUEEN,MELBOURNE,32240745,BERTH 1,BANANA ALLEY WHARF,3000,144.9623568,On-Premises Licence,20630,MELBOURNE,-37.8198942
